Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli	E. coli	strain: ESM2.2	562	ASM2320665v1	GCA_023206655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5050943	5059630	2022-05-02	4798	PRJNA698646	SAMN17732899
Escherichia coli	E. coli	strain: SSGw1	562	ASM2320667v1	GCA_023206675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5050942	5059629	2022-05-02	4798	PRJNA698646	SAMN17732900
Escherichia coli	E. coli	strain: SSGw2	562	ASM2320669v1	GCA_023206695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5050942	5059629	2022-05-02	4798	PRJNA698646	SAMN17732901
Escherichia coli	E. coli	strain: SSGNw1	562	ASM2320671v1	GCA_023206715.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5050943	5059630	2022-05-02	4798	PRJNA698646	SAMN17732902
Escherichia coli	E. coli	strain: SSGNw2	562	ASM2320673v1	GCA_023206735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5050943	5059630	2022-05-02	4797	PRJNA698646	SAMN17732903
Escherichia coli	E. coli	strain: EC6622	562	ASM2323836v1	GCA_023238365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4757995	5160509	2022-05-04	5065	PRJNA832063	SAMN27776107
Escherichia coli	E. coli	strain: PM4-5	562	ASM2327277v1	GCA_023272775.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4781404	5233711	2022-05-07	5160	PRJNA826979	SAMN27593794
Escherichia coli	E. coli	strain: PS10-3	562	ASM2327281v1	GCA_023272815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4837912	4892561	2022-05-07	4591	PRJNA826979	SAMN27593803
Escherichia coli	E. coli	strain: 17-07187	562	ASM2327734v1	GCA_023277345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5155820	5375655	2022-05-09	5283	PRJNA833419	SAMN27988043
Escherichia coli	E. coli	strain: WG5::PA2	562	ASM2327824v1	GCA_023278245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4656810	4656810	2022-05-09	4444	PRJNA680392	SAMN18287924
Escherichia coli	E. coli	strain: WG5::PA8	562	ASM2327826v1	GCA_023278265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4656824	4656824	2022-05-09	4443	PRJNA680392	SAMN18287925
Escherichia coli	E. coli	strain: WG5::TT12A	562	ASM2327828v1	GCA_023278285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4656499	4656499	2022-05-09	4450	PRJNA680392	SAMN18287927
Escherichia coli	E. coli	strain: DC5_C10	562	ASM2336973v1	GCA_023369735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4764872	4764972	2022-05-14	4574	PRJNA790841	SAMN24252904
Escherichia coli	E. coli	strain: 2-1	562	ASM2337013v1	GCA_023370135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4915506	5349598	2022-05-15	5254	PRJNA836167	SAMN28152302
Escherichia coli	E. coli	strain: SH21PTE31	562	ASM2337017v1	GCA_023370175.1	GenBank		Complete Genome	4706168	4883073	2022-05-15		PRJNA836295	SAMN28157183
Escherichia coli	E. coli	strain: EFF60	562	ASM2337358v1	GCA_023373585.1	GenBank		Complete Genome	5063268	5507298	2022-05-16		PRJNA777386	SAMN23063185
Escherichia coli	E. coli	strain: UPEC-245U/190328	562	UTI-2_GENOME	GCA_023376095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5016451	5301911	2021-08-03	5205	PRJNA610084	SAMN14277527
Escherichia coli	E. coli	strain: 18SZHZ655Rt	562	ASM2351603v1	GCA_023516035.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4836940	5167431	2022-05-22	4952	PRJNA748549	SAMN20339660
Escherichia coli	E. coli	strain: 19SZHZ803Rt	562	ASM2351605v1	GCA_023516055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4736355	4877171	2022-05-22	4641	PRJNA748549	SAMN20339661
Escherichia coli	E. coli	strain: 19SZHZ713Rt	562	ASM2351607v1	GCA_023516075.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4677014	4712339	2022-05-22	4476	PRJNA748549	SAMN20339662
Escherichia coli	E. coli	strain: 19SZHZ663Rt	562	ASM2351609v1	GCA_023516095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4722146	4926564	2022-05-22	4745	PRJNA748549	SAMN20339663
Escherichia coli	E. coli	strain: 19SZHZ886Rt	562	ASM2351611v1	GCA_023516115.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4575936	5030862	2022-05-22	4913	PRJNA748549	SAMN20339664
Escherichia coli	E. coli	strain: 19SZHZ869Rt	562	ASM2351613v1	GCA_023516135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4702641	4755146	2022-05-22	4619	PRJNA748549	SAMN20339665
Escherichia coli O22:H8		strain: 154	2491679	ASM2351835v1	GCA_023518355.1	GenBank	Annotation submitted by Instituto Nacional de Tecnologia Agropecuaria	Complete Genome	5520578	5747877	2022-05-23	5614	PRJNA689797	SAMN17217524
Escherichia coli	E. coli	strain: C289	562	ASM2353901v1	GCA_023539015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4727328	4948925	2022-05-24	4856	PRJNA838107	SAMN28404987
Escherichia coli	E. coli	strain: C288	562	ASM2353903v1	GCA_023539035.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4735021	4956617	2022-05-24	4867	PRJNA838107	SAMN28404986
Escherichia coli	E. coli	strain: AGR6137	562	ASM2354682v1	GCA_023546825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4912601	5426718	2022-05-25	5241	PRJNA837629	SAMN28215602
Escherichia coli	E. coli	strain: AGR6128	562	ASM2354684v1	GCA_023546845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4871766	4998509	2022-05-25	4864	PRJNA837629	SAMN28215601
Escherichia coli	E. coli	strain: AGR4587	562	ASM2354686v1	GCA_023546865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5076384	5228001	2022-05-25	5096	PRJNA837629	SAMN28215599
Escherichia coli	E. coli	strain: AGR5151	562	ASM2354688v1	GCA_023546885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4855612	5027765	2022-05-25	4876	PRJNA837629	SAMN28215600
Escherichia coli	E. coli	strain: MEI005	562	ASM2361241v1	GCA_023612415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5158230	5221819	2022-05-31	5007	PRJNA579943	SAMN18062623
Escherichia coli	E. coli	strain: MEI003	562	ASM2361245v1	GCA_023612455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5241795	5305384	2022-05-31	5102	PRJNA579943	SAMN18062621
Escherichia coli	E. coli	strain: EC2648-Vir1	562	ASM2365382v1	GCA_023653825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4601157	4856768	2022-06-06	4754	PRJNA763101	SAMN21423978
Escherichia coli	E. coli	strain: EC2648-Vir2	562	ASM2365384v1	GCA_023653845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4601201	4862372	2022-06-06	4759	PRJNA765304	SAMN21553517
Escherichia coli	E. coli	strain: EC2648-R1	562	ASM2365386v1	GCA_023653865.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4600205	4738333	2022-06-06	4651	PRJNA766224	SAMN21839405
Escherichia coli	E. coli	strain: EC2648-R1-1	562	ASM2365388v1	GCA_023653885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4601157	4740687	2022-06-06	4653	PRJNA766225	SAMN21839406
Escherichia coli	E. coli	strain: EC2648-R2	562	ASM2365390v1	GCA_023653905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4601169	4742481	2022-06-06	4654	PRJNA766226	SAMN21839407
Escherichia coli	E. coli	strain: Z0117EC0148	562	ASM2365791v1	GCA_023657915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4812025	5146107	2022-06-07	5094	PRJNA843104	SAMN28703758
Escherichia coli	E. coli	strain: Z0117EC0133	562	ASM2365793v1	GCA_023657935.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4742047	5067608	2022-06-07	4988	PRJNA843104	SAMN28703757
Escherichia coli	E. coli	strain: Z0117EC0117	562	ASM2365795v1	GCA_023657955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5156910	5274815	2022-06-07	5148	PRJNA843104	SAMN28703755
Escherichia coli	E. coli	strain: Z0117EC0116	562	ASM2365797v1	GCA_023657975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4933942	5193914	2022-06-07	5045	PRJNA843104	SAMN28703754
Escherichia coli	E. coli	strain: Z0117EC0098	562	ASM2365799v1	GCA_023657995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5033923	5148498	2022-06-07	5022	PRJNA843104	SAMN28703753
Escherichia coli	E. coli	strain: Z0117EC0056	562	ASM2365801v1	GCA_023658015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5160718	5239255	2022-06-07	5053	PRJNA843104	SAMN28703750
Escherichia coli	E. coli	strain: Z0117EC0062	562	ASM2365826v1	GCA_023658265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5017919	5304162	2022-06-07	5088	PRJNA843104	SAMN28703751
Escherichia coli	E. coli	strain: Z0117EC0055	562	ASM2365828v1	GCA_023658285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4954543	5084737	2022-06-07	4999	PRJNA843104	SAMN28703749
Escherichia coli	E. coli	strain: Z0117EC0054	562	ASM2365830v1	GCA_023658305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5072432	5392022	2022-06-07	5290	PRJNA843104	SAMN28703748
Escherichia coli	E. coli	strain: Z0117EC0051	562	ASM2365832v1	GCA_023658325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5054165	5054165	2022-06-07	4835	PRJNA843104	SAMN28703747
Escherichia coli	E. coli	strain: Z0117EC0040	562	ASM2365834v1	GCA_023658345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4838686	4970153	2022-06-07	4807	PRJNA843104	SAMN28703746
Escherichia coli	E. coli	strain: Z0117EC0036	562	ASM2365836v1	GCA_023658365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5063976	5236497	2022-06-07	5105	PRJNA843104	SAMN28703745
Escherichia coli	E. coli	strain: Z0117EC0032	562	ASM2365838v1	GCA_023658385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5074592	5116185	2022-06-07	4897	PRJNA843104	SAMN28703744
Escherichia coli	E. coli	strain: Z0117EC0013	562	ASM2365840v1	GCA_023658405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4909078	5101065	2022-06-07	4982	PRJNA843104	SAMN28703743
Escherichia coli	E. coli	strain: Z0117EC0005	562	ASM2365842v1	GCA_023658425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4841244	5052080	2022-06-07	4908	PRJNA843104	SAMN28703742
Escherichia coli	E. coli	strain: KU_Poultry_13_Ecoli	562	ASM2382425v1	GCA_023824255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	80615	4641652	2022-06-15	4255	PRJNA846119	SAMN28868914
Escherichia coli	E. coli	strain: EC20017429	562	ASM2392120v1	GCA_023921205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5489118	5959220	2022-06-27	5956	PRJNA698617	SAMN18140782
Escherichia coli	E. coli	strain: EMG2	562	ASM2402305v1	GCA_024023055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4675322	4774480	2022-06-29	4648	PRJNA848777	SAMN29011449
Escherichia coli	E. coli	strain: WG1	562	ASM2402307v1	GCA_024023075.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4668087	4735495	2022-06-29	4624	PRJNA848777	SAMN29011448
Escherichia coli	E. coli	strain: EC21GDE043	562	ASM2412569v1	GCA_024125695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4932147	5411045	2022-07-03	5344	PRJNA852879	SAMN29354608
Escherichia coli	E. coli	strain: WGS1363	562	ASM2419904v2	GCA_024199045.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5003974	5119928	2024-01-30	5037	PRJNA855633	SAMN29499981
Escherichia coli	E. coli	strain: LH50-c	562	ASM2422341v1	GCA_024223415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5559392	6001057	2022-07-13	5917	PRJNA855630	SAMN29499317
Escherichia coli	E. coli	strain: LH85-a	562	ASM2422405v1	GCA_024224055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5095622	5335673	2022-07-13	5153	PRJNA855630	SAMN29499321
Escherichia coli	E. coli	strain: LH13-b	562	ASM2422543v1	GCA_024225435.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4644672	4897184	2022-07-13	4805	PRJNA855630	SAMN29499313
Escherichia coli	E. coli	strain: LH10-b-1	562	ASM2422575v1	GCA_024225755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4907133	5290415	2022-07-13	5274	PRJNA855630	SAMN29499312
Escherichia coli	E. coli	strain: LH09-a	562	ASM2422608v1	GCA_024226085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4679910	5179758	2022-07-13	5025	PRJNA855630	SAMN29499310
Escherichia coli	E. coli	strain: LH99-c	562	ASM2426761v1	GCA_024267615.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4701639	4876073	2022-07-13	4784	PRJNA855630	SAMN29499323
Escherichia coli	E. coli	strain: EC21Z-063	562	ASM2429846v1	GCA_024298465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4722312	4996936	2022-07-18	4869	PRJNA856840	SAMN29593407
Escherichia coli	E. coli	strain: EC21Z-144	562	ASM2429848v1	GCA_024298485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5164411	5578927	2022-07-18	5455	PRJNA856840	SAMN29593413
Escherichia coli	E. coli	strain: EC21Z-101	562	ASM2429850v1	GCA_024298505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4683571	4899490	2022-07-18	4793	PRJNA856840	SAMN29593411
Escherichia coli	E. coli	strain: EC21Z-097	562	ASM2429852v1	GCA_024298525.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4683814	5022581	2022-07-18	4944	PRJNA856840	SAMN29593410
Escherichia coli	E. coli	strain: EC21Z-083	562	ASM2429854v1	GCA_024298545.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4683692	5022459	2022-07-18	4957	PRJNA856840	SAMN29593409
Escherichia coli	E. coli	strain: EC21Z-014	562	ASM2429856v1	GCA_024298565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4892441	5221475	2022-07-18	5152	PRJNA856840	SAMN29593405
Escherichia coli	E. coli	strain: EC21Z-078	562	ASM2429870v1	GCA_024298705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4683589	5022356	2022-07-18	4954	PRJNA856840	SAMN29593408
Escherichia coli	E. coli	strain: EC21Z-048	562	ASM2429872v1	GCA_024298725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4808524	5152855	2022-07-18	5072	PRJNA856840	SAMN29593406
Escherichia coli	E. coli	strain: EC21Z-151	562	ASM2429874v1	GCA_024298745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5087065	5448606	2022-07-18	5292	PRJNA856840	SAMN29593415
Escherichia coli	E. coli	strain: EC21Z-147	562	ASM2429876v1	GCA_024298765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5058641	5549091	2022-07-18	5468	PRJNA856840	SAMN29593414
Escherichia coli	E. coli	strain: EC21Z-137	562	ASM2429878v1	GCA_024298785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4526290	5078207	2022-07-18	5033	PRJNA856840	SAMN29593412
Escherichia coli	E. coli	strain: X14-3	562	ASM2429894v1	GCA_024298945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4566038	4954855	2022-07-18	4852	PRJNA765572	SAMN21567261
Escherichia coli	E. coli	strain: 2003-3014	562	ASM2430068v1	GCA_024300685.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5840137	5955072	2022-07-18	6107	PRJNA794938	SAMN24907326
Escherichia coli	E. coli	strain: 2000-3039	562	ASM2430070v1	GCA_024300705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5497490	5577330	2022-07-18	5610	PRJNA794938	SAMN24907327
Escherichia coli	E. coli	strain: 2006-3008	562	ASM2430072v1	GCA_024300725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5513106	5705391	2022-07-18	5783	PRJNA794938	SAMN24907328
Escherichia coli	E. coli	strain: O111	562	ASM2430074v1	GCA_024300745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5288508	5303321	2022-07-18	5336	PRJNA794938	SAMN24907329
Escherichia coli	E. coli	strain: 2002-3211	562	ASM2430076v1	GCA_024300765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5391548	5473483	2022-07-18	5480	PRJNA794938	SAMN24907330
Escherichia coli	E. coli	strain: 99-3311	562	ASM2430078v1	GCA_024300785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5448459	5540804	2022-07-18	5474	PRJNA794938	SAMN24907331
Escherichia coli	E. coli	strain: MLI023K2	562	ASM2432977v2	GCA_024329775.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4620182	4745099	2023-02-08	4652	PRJNA856486	SAMN29553881
Escherichia coli	E. coli	strain: MLI102	562	ASM2432978v2	GCA_024329785.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5269732	5389159	2023-02-08	5296	PRJNA856486	SAMN29553882
Escherichia coli	E. coli	strain: MLI023K1	562	ASM2433002v2	GCA_024330025.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4619405	4744322	2023-02-08	4654	PRJNA856486	SAMN29553880
Escherichia coli	E. coli	strain: MLI104K1	562	ASM2433014v2	GCA_024330145.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4689650	4780349	2023-02-08	4725	PRJNA856486	SAMN29553883
Escherichia coli	E. coli	strain: MLI104K2	562	ASM2433134v2	GCA_024331345.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4930547	5024058	2023-02-08	5022	PRJNA856486	SAMN29553884
Escherichia coli	E. coli	strain: MLI108K2	562	ASM2433137v2	GCA_024331375.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4733636	5021642	2023-02-08	4982	PRJNA856486	SAMN29553892
Escherichia coli	E. coli	strain: MLI106K1	562	ASM2433142v2	GCA_024331425.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4965534	5087375	2023-02-08	4881	PRJNA856486	SAMN29553886
Escherichia coli	E. coli	strain: MLI106K3	562	ASM2433144v2	GCA_024331445.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4924262	4994375	2023-02-08	4759	PRJNA856486	SAMN29553888
Escherichia coli	E. coli	strain: MLI107	562	ASM2433147v2	GCA_024331475.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4793329	4793329	2023-02-08	4639	PRJNA856486	SAMN29553890
Escherichia coli	E. coli	strain: MLI106K2	562	ASM2433149v2	GCA_024331495.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4981147	5165896	2023-02-08	5057	PRJNA856486	SAMN29553887
Escherichia coli	E. coli	strain: MLI106K4	562	ASM2433152v2	GCA_024331525.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4981147	5165895	2023-02-08	5054	PRJNA856486	SAMN29553889
Escherichia coli	E. coli	strain: MLI108K3	562	ASM2433153v2	GCA_024331535.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4894667	5191442	2023-02-08	5049	PRJNA856486	SAMN29553893
Escherichia coli	E. coli	strain: MLI109	562	ASM2433158v2	GCA_024331585.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5217379	5357657	2023-02-08	5235	PRJNA856486	SAMN29553894
Escherichia coli	E. coli	strain: UTI89-3	562	ASM2439647v1	GCA_024396475.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	3941232	5065748	2022-07-25	4908	PRJNA808067	SAMN26026500
Escherichia coli	E. coli	strain: UTI89-2	562	ASM2439649v1	GCA_024396495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	3941231	5065747	2022-07-25	4908	PRJNA808067	SAMN26026499
Escherichia coli	E. coli	strain: UTI89-1	562	ASM2439651v1	GCA_024396515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	3941232	5065741	2022-07-25	4908	PRJNA808067	SAMN26026498
Escherichia coli	E. coli	strain: DS566-2	562	ASM2439653v1	GCA_024396535.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4938966	4938966	2022-07-25	4788	PRJNA808067	SAMN26026497
Escherichia coli	E. coli	strain: DS566-1	562	ASM2439655v1	GCA_024396555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4938850	4938850	2022-07-25	4787	PRJNA808067	SAMN26026496
Escherichia coli	E. coli	strain: DS566	562	ASM2439657v1	GCA_024396575.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4939036	4939036	2022-07-25	4788	PRJNA808067	SAMN26026495
Escherichia coli	E. coli	strain: MEI008	562	ASM2439905v1	GCA_024399055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4879505	5101385	2022-07-25	4928	PRJNA579943	SAMN19036486
